This is first line
2019-03-16 12:33:29 status installed initramfs-tools-bin:amd64 0.130ubuntu3.7
2019-03-16 12:33:29 trigproc dbus:amd64 1.12.2-1ubuntu1 <none>
2019-03-16 12:33:29 status half-configured dbus:amd64 1.12.2-1ubuntu1
2019-03-16 12:33:29 status installed dbus:amd64 1.12.2-1ubuntu1
2019-03-16 12:33:29 trigproc hicolor-icon-theme:all 0.17-2 <none>
2019-03-16 12:33:29 status half-configured hicolor-icon-theme:all 0.17-2
2019-03-16 12:33:29 status installed hicolor-icon-theme:all 0.17-2
2019-03-16 12:33:29 configure libxcb1:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:29 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-16 12:33:29 status unpacked libxcb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status half-configured libxcb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status installed libxcb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 configure libx11-data:all 2:1.6.4-3ubuntu0.2 <none>
2019-03-16 12:33:30 status unpacked libx11-data:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:30 status half-configured libx11-data:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:30 status installed libx11-data:all 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:30 configure libidn11:amd64 1.33-2.1ubuntu1.1 <none>
2019-03-16 12:33:30 status unpacked libidn11:amd64 1.33-2.1ubuntu1.1
2019-03-16 12:33:30 status half-configured libidn11:amd64 1.33-2.1ubuntu1.1
2019-03-16 12:33:30 status installed libidn11:amd64 1.33-2.1ubuntu1.1
2019-03-16 12:33:30 configure libxcb-xkb1:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:30 status unpacked libxcb-xkb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status half-configured libxcb-xkb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status installed libxcb-xkb1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 configure libxcb-present0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:30 status unpacked libxcb-present0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status half-configured libxcb-present0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status installed libxcb-present0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 configure libxcb-dri2-0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:30 status unpacked libxcb-dri2-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status half-configured libxcb-dri2-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:30 status installed libxcb-dri2-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libxcb-dri3-0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:31 status unpacked libxcb-dri3-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status half-configured libxcb-dri3-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status installed libxcb-dri3-0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libxcb-glx0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:31 status unpacked libxcb-glx0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status half-configured libxcb-glx0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status installed libxcb-glx0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libxcb-randr0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:31 status unpacked libxcb-randr0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status half-configured libxcb-randr0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status installed libxcb-randr0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libxcb-xfixes0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:31 status unpacked libxcb-xfixes0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status half-configured libxcb-xfixes0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status installed libxcb-xfixes0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libxcb-render0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:31 status unpacked libxcb-render0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status half-configured libxcb-render0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 status installed libxcb-render0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:31 configure libpam-systemd:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:31 status unpacked libpam-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:31 status half-configured libpam-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:32 status installed libpam-systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:32 configure initramfs-tools-core:all 0.130ubuntu3.7 <none>
2019-03-16 12:33:32 status unpacked initramfs-tools-core:all 0.130ubuntu3.7
2019-03-16 12:33:32 status unpacked initramfs-tools-core:all 0.130ubuntu3.7
2019-03-16 12:33:32 status half-configured initramfs-tools-core:all 0.130ubuntu3.7
2019-03-16 12:33:32 status installed initramfs-tools-core:all 0.130ubuntu3.7
2019-03-16 12:33:32 configure libxcb-res0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:32 status unpacked libxcb-res0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:32 status half-configured libxcb-res0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:32 status installed libxcb-res0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:32 configure libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2 <none>
2019-03-16 12:33:32 status unpacked libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:33 status half-configured libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:33 status installed libdbusmenu-gtk3-4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:33 configure libx11-6:amd64 2:1.6.4-3ubuntu0.2 <none>
2019-03-16 12:33:33 status unpacked libx11-6:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:33 status half-configured libx11-6:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:33 status installed libx11-6:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:33 configure initramfs-tools:all 0.130ubuntu3.7 <none>
2019-03-16 12:33:33 status unpacked initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status unpacked initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status unpacked initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status unpacked initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status half-configured initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status installed initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 status triggers-pending initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:33:33 configure python3-gi-cairo:amd64 3.26.1-2ubuntu1 <none>
2019-03-16 12:33:33 status unpacked python3-gi-cairo:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:33 status half-configured python3-gi-cairo:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:33 status installed python3-gi-cairo:amd64 3.26.1-2ubuntu1
2019-03-16 12:33:34 configure python3-apport:all 2.20.9-0ubuntu7.6 <none>
2019-03-16 12:33:34 status unpacked python3-apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:34 status half-configured python3-apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:34 status installed python3-apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:34 configure libgtk-3-0:amd64 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:34 status unpacked libgtk-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:34 status unpacked libgtk-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:34 status half-configured libgtk-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:34 status installed libgtk-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:34 configure libpulse0:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:34 status unpacked libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:34 status unpacked libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:34 status half-configured libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:35 status installed libpulse0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:35 configure libxcb-sync1:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:35 status unpacked libxcb-sync1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:35 status half-configured libxcb-sync1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:35 status installed libxcb-sync1:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:35 configure snapd:amd64 2.37.4+18.04 <none>
2019-03-16 12:33:35 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:33:35 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:33:35 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:33:35 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:33:35 status unpacked snapd:amd64 2.37.4+18.04
2019-03-16 12:33:35 status half-configured snapd:amd64 2.37.4+18.04
2019-03-16 12:33:47 status installed snapd:amd64 2.37.4+18.04
2019-03-16 12:33:47 configure libgtk-3-bin:amd64 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:47 status unpacked libgtk-3-bin:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:47 status half-configured libgtk-3-bin:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:47 status installed libgtk-3-bin:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:47 configure gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2 <none>
2019-03-16 12:33:47 status unpacked gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:47 status half-configured gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:47 status installed gir1.2-dbusmenu-glib-0.4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:47 configure libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2 <none>
2019-03-16 12:33:47 status unpacked libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:48 status half-configured libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:48 status installed libdbusmenu-gtk4:amd64 16.04.1+18.04.20171206-0ubuntu2
2019-03-16 12:33:48 configure libxcb-xv0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:48 status unpacked libxcb-xv0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:48 status half-configured libxcb-xv0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:48 status installed libxcb-xv0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:48 trigproc systemd:amd64 237-3ubuntu10.15 <none>
2019-03-16 12:33:48 status half-configured systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:48 status installed systemd:amd64 237-3ubuntu10.15
2019-03-16 12:33:48 configure apport:all 2.20.9-0ubuntu7.6 <none>
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:48 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:49 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:49 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:49 status unpacked apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:49 status half-configured apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:50 status installed apport:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:50 configure libxcb-shm0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:50 status unpacked libxcb-shm0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:50 status half-configured libxcb-shm0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:50 status installed libxcb-shm0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:50 configure libgail-3-0:amd64 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:50 status unpacked libgail-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:51 status half-configured libgail-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:51 status installed libgail-3-0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:51 configure libxcb-shape0:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:51 status unpacked libxcb-shape0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 status half-configured libxcb-shape0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 status installed libxcb-shape0:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 configure libxcb1-dev:amd64 1.13-2~ubuntu18.04 <none>
2019-03-16 12:33:51 status unpacked libxcb1-dev:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 status half-configured libxcb1-dev:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 status installed libxcb1-dev:amd64 1.13-2~ubuntu18.04
2019-03-16 12:33:51 configure libx11-dev:amd64 2:1.6.4-3ubuntu0.2 <none>
2019-03-16 12:33:51 status unpacked libx11-dev:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:51 status half-configured libx11-dev:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:51 status installed libx11-dev:amd64 2:1.6.4-3ubuntu0.2
2019-03-16 12:33:51 configure libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:51 status unpacked libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:51 status half-configured libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:51 status installed libpulse-mainloop-glib0:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:51 configure gir1.2-gtk-3.0:amd64 3.22.30-1ubuntu2 <none>
2019-03-16 12:33:51 status unpacked gir1.2-gtk-3.0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:51 status half-configured gir1.2-gtk-3.0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:51 status installed gir1.2-gtk-3.0:amd64 3.22.30-1ubuntu2
2019-03-16 12:33:52 configure libpulsedsp:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:52 status unpacked libpulsedsp:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status half-configured libpulsedsp:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status installed libpulsedsp:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 configure pulseaudio-utils:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:52 status unpacked pulseaudio-utils:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status half-configured pulseaudio-utils:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status installed pulseaudio-utils:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 configure apport-gtk:all 2.20.9-0ubuntu7.6 <none>
2019-03-16 12:33:52 status unpacked apport-gtk:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:52 status half-configured apport-gtk:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:52 status installed apport-gtk:all 2.20.9-0ubuntu7.6
2019-03-16 12:33:52 configure pulseaudio:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status unpacked pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:52 status half-configured pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:53 status installed pulseaudio:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:53 configure pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2 <none>
2019-03-16 12:33:53 status unpacked pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:53 status half-configured pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:53 status installed pulseaudio-module-bluetooth:amd64 1:11.1-1ubuntu7.2
2019-03-16 12:33:53 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-16 12:33:53 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-16 12:33:53 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-16 12:33:53 trigproc initramfs-tools:all 0.130ubuntu3.7 <none>
2019-03-16 12:33:53 status half-configured initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:34:16 status installed initramfs-tools:all 0.130ubuntu3.7
2019-03-16 12:34:54 startup packages remove
2019-03-16 12:34:54 status installed linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:34:54 remove linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46 <none>
2019-03-16 12:34:54 status half-configured linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:34:55 status half-installed linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:03 status config-files linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:03 status config-files linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:03 status config-files linux-headers-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:03 status not-installed linux-headers-4.15.0-43-generic:amd64 <none>
2019-03-16 12:35:03 status installed linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:03 remove linux-headers-4.15.0-43:all 4.15.0-43.46 <none>
2019-03-16 12:35:03 status half-configured linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:03 status half-installed linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:09 status config-files linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:09 status config-files linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:10 status config-files linux-headers-4.15.0-43:all 4.15.0-43.46
2019-03-16 12:35:10 status not-installed linux-headers-4.15.0-43:all <none>
2019-03-16 12:35:10 status installed linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:10 remove linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46 <none>
2019-03-16 12:35:10 status half-configured linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:10 status half-installed linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:18 status config-files linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:18 status config-files linux-modules-extra-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:18 status installed linux-image-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:18 remove linux-image-4.15.0-43-generic:amd64 4.15.0-43.46 <none>
2019-03-16 12:35:18 status half-configured linux-image-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:20 status half-installed linux-image-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:44 status config-files linux-image-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:44 status config-files linux-image-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:44 status installed linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:44 remove linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46 <none>
2019-03-16 12:35:44 status half-configured linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:44 status half-installed linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:45 status config-files linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:45 status config-files linux-modules-4.15.0-43-generic:amd64 4.15.0-43.46
2019-03-16 12:35:45 startup packages configure
2019-03-16 12:39:37 startup archives unpack
2019-03-16 12:39:37 install libexpat1-dev:amd64 <none> 2.2.5-3
2019-03-16 12:39:37 status half-installed libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:38 status unpacked libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:38 status unpacked libexpat1-dev:amd64 2.2.5-3
2019-03-16 12:39:38 install libpython2.7-dev:amd64 <none> 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:38 status half-installed libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:41 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-16 12:39:41 status unpacked libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:41 status unpacked libpython2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:41 install libpython-dev:amd64 <none> 2.7.15~rc1-1
2019-03-16 12:39:41 status half-installed libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 status unpacked libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 status unpacked libpython-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 install libpython-all-dev:amd64 <none> 2.7.15~rc1-1
2019-03-16 12:39:42 status half-installed libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 status unpacked libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 status unpacked libpython-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 install python-all:amd64 <none> 2.7.15~rc1-1
2019-03-16 12:39:42 status half-installed python-all:amd64 2.7.15~rc1-1
2019-03-16 12:39:42 status unpacked python-all:amd64 2.7.15~rc1-1
2019-03-16 12:39:43 status unpacked python-all:amd64 2.7.15~rc1-1
2019-03-16 12:39:43 install python2.7-dev:amd64 <none> 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:43 status half-installed python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:43 status unpacked python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:43 status unpacked python2.7-dev:amd64 2.7.15~rc1-1ubuntu0.1
2019-03-16 12:39:43 install python-dev:amd64 <none> 2.7.15~rc1-1
2019-03-16 12:39:43 status half-installed python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:43 status unpacked python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:43 status unpacked python-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:44 install python-all-dev:amd64 <none> 2.7.15~rc1-1
2019-03-16 12:39:44 status half-installed python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:44 status unpacked python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:44 status unpacked python-all-dev:amd64 2.7.15~rc1-1
2019-03-16 12:39:44 install python-asn1crypto:all <none> 0.24.0-1
2019-03-16 12:39:44 status half-installed python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:44 status unpacked python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:44 status unpacked python-asn1crypto:all 0.24.0-1
2019-03-16 12:39:45 install python-cffi-backend:amd64 <none> 1.11.5-1
2019-03-16 12:39:45 status half-installed python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:45 status unpacked python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:45 status unpacked python-cffi-backend:amd64 1.11.5-1
2019-03-16 12:39:45 install python-crypto:amd64 <none> 2.6.1-8ubuntu2
2019-03-16 12:39:45 status half-installed python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:46 status unpacked python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:46 status unpacked python-crypto:amd64 2.6.1-8ubuntu2
2019-03-16 12:39:46 install python-enum34:all <none> 1.1.6-2
2019-03-16 12:39:46 status half-installed python-enum34:all 1.1.6-2
2019-03-16 12:39:46 status unpacked python-enum34:all 1.1.6-2
2019-03-16 12:39:46 status unpacked python-enum34:all 1.1.6-2
2019-03-16 12:39:46 install python-idna:all <none> 2.6-1
2019-03-16 12:39:46 status half-installed python-idna:all 2.6-1
2019-03-16 12:39:47 status unpacked python-idna:all 2.6-1
2019-03-16 12:39:47 status unpacked python-idna:all 2.6-1
2019-03-16 12:39:47 install python-ipaddress:all <none> 1.0.17-1
2019-03-16 12:39:47 status half-installed python-ipaddress:all 1.0.17-1
2019-03-16 12:39:47 status unpacked python-ipaddress:all 1.0.17-1
2019-03-16 12:39:47 status unpacked python-ipaddress:all 1.0.17-1
2019-03-16 12:39:47 install python-six:all <none> 1.11.0-2
2019-03-16 12:39:47 status half-installed python-six:all 1.11.0-2
2019-03-16 12:39:48 status unpacked python-six:all 1.11.0-2
2019-03-16 12:39:48 status unpacked python-six:all 1.11.0-2
2019-03-16 12:39:48 install python-cryptography:amd64 <none> 2.1.4-1ubuntu1.2
2019-03-16 12:39:48 status half-installed python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:39:48 status unpacked python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:39:48 status unpacked python-cryptography:amd64 2.1.4-1ubuntu1.2
2019-03-16 12:39:49 install python-dbus:amd64 <none> 1.2.6-1
2019-03-16 12:39:49 status half-installed python-dbus:amd64 1.2.6-1
2019-03-16 12:39:49 status unpacked python-dbus:amd64 1.2.6-1
2019-03-16 12:39:49 status unpacked python-dbus:amd64 1.2.6-1
2019-03-16 12:39:49 install python-gi:amd64 <none> 3.26.1-2ubuntu1
2019-03-16 12:39:49 status half-installed python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:49 status unpacked python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:49 status unpacked python-gi:amd64 3.26.1-2ubuntu1
2019-03-16 12:39:50 install python-secretstorage:all <none> 2.3.1-2
2019-03-16 12:39:50 status half-installed python-secretstorage:all 2.3.1-2
2019-03-16 12:39:50 status unpacked python-secretstorage:all 2.3.1-2
2019-03-16 12:39:50 status unpacked python-secretstorage:all 2.3.1-2
2019-03-16 12:39:50 install python-keyring:all <none> 10.6.0-1
2019-03-16 12:39:50 status half-installed python-keyring:all 10.6.0-1
2019-03-16 12:39:50 status unpacked python-keyring:all 10.6.0-1
2019-03-16 12:39:50 status unpacked python-keyring:all 10.6.0-1
2019-03-16 12:39:51 install python-keyrings.alt:all <none> 3.0-1
2019-03-16 12:39:51 status half-installed python-keyrings.alt:all 3.0-1
2019-03-16 12:39:51 status unpacked python-keyrings.alt:all 3.0-1
