This is first line
2019-03-23 11:25:31 upgrade ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.7 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:31 status half-configured ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:31 status unpacked ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:31 status half-installed ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:31 status triggers-pending man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:31 status half-installed ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:32 status unpacked ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:32 status unpacked ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:32 upgrade libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.7 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:32 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:32 status half-configured libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:32 status unpacked libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:32 status half-installed libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:33 status half-installed libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:33 status unpacked libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:33 status unpacked libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:34 upgrade libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.7 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:34 status half-configured libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:34 status unpacked libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:34 status half-installed libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:35 status half-installed libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.7
2019-03-23 11:25:35 status unpacked libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:35 status unpacked libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:35 startup packages configure
2019-03-23 11:25:35 configure libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8 <none>
2019-03-23 11:25:35 status unpacked libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:35 status half-configured libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:35 status installed libgs9-common:all 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:35 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-23 11:25:35 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:35 status installed libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:36 trigproc man-db:amd64 2.8.3-2ubuntu0.1 <none>
2019-03-23 11:25:36 status half-configured man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:38 status installed man-db:amd64 2.8.3-2ubuntu0.1
2019-03-23 11:25:38 configure libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8 <none>
2019-03-23 11:25:38 status triggers-pending libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:38 status unpacked libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:38 status half-configured libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:38 status installed libgs9:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:38 configure ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8 <none>
2019-03-23 11:25:38 status unpacked ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:38 status half-configured ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:41 status installed ghostscript:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:41 configure ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8 <none>
2019-03-23 11:25:41 status unpacked ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:41 status half-configured ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:41 status installed ghostscript-x:amd64 9.26~dfsg+0-0ubuntu0.18.04.8
2019-03-23 11:25:41 trigproc libc-bin:amd64 2.27-3ubuntu1 <none>
2019-03-23 11:25:41 status half-configured libc-bin:amd64 2.27-3ubuntu1
2019-03-23 11:25:42 status installed libc-bin:amd64 2.27-3ubuntu1
